sample_id	Productive	mutatedStatus	totalCloneCount	totalCloneFraction	cloneId	cloneCount	cloneFraction	V_Gene	J_Gene	C_Gene	igblastnTopVAllele	igblastnVAllele	igblastnJAllele	igblastnTopVAlleles	bestVGene	bestDGene	bestJGene	bestCGene	bestVHitScore	bestDHitScore	bestJHitScore	bestCHitScore	igblastnTopBitScore	allBitScores	patient_id	biopsy_id	preservation	locus
DLC_0357-A38265	Yes	MUTATED	46492	0.9863164817447017	0,1,3,5,78,126	38851	0.8242145236226319	IGKV1-17	IGKJ2	IGKC	IGKV1-17*02	IGKV1-17*02,IGKV1-17*01,IGKV1-17*03	IGKJ2*01	IGKV1-17*02	IGKV1-17	NA	IGKJ2	IGKC	220.3	NA	100.5	197.7	254	254,251,241	06-18557	Bx_12680	Snap_Frozen_Tissue	IGK
CCS_0941-F117032	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-19151	Bx_12727	FFPE	IGK
06-19919T	Yes	MUTATED	7028	0.5805865344898802	0	7028	0.5805865344898802	IGKV3-15	IGKJ3	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3D-15*01,IGKV3D-15*03	IGKJ3*01	IGKV3-15*01	IGKV3D-15	NA	IGKJ3	IGKC	188.6	NA	75.0	224.7	227	227,224,224	06-19919	Bx_12792	Snap_Frozen_Tissue	IGK
CCS_0600-B38474	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-20837	Bx_12868	FFPE	IGK
DLC_0171-A38116	Yes	MUTATED	603	0.197252208047105	1,11,136,207,586,594,675,676,682,684,693,784,821,1162,1389,1390,1392,1610,1612,1616,1620,1623,1626,1959	516	0.16879293424926398	IGKV3-20	IGKJ2	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*02,IGKV3D-20*01	IGKJ2*01	IGKV3-20*01	IGKV3-20	NA	IGKJ2	IGKC	231.8	NA	113.7	209.4	400	400,389,385	06-21383	Bx_12918	Immunotube	IGK
CCS_0042-B38410	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-22016	Bx_12970	FFPE	IGK
06-22057T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-22057	Bx_12974	Snap_Frozen_Tissue	IGK
06-22314_tumorA	Yes	MUTATED	4739	0.9689225107340012	0	4739	0.9689225107340012	IGKV1-39	IGKJ3	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ3*01	IGKV1-39*01,IGKV1D-39*01	IGKV1D-39	NA	IGKJ3	IGKC	363.0	NA	106.6	178.4	422	422,422,397	06-22314	Bx_13000	FFPE	IGK
06-23907T	Yes	MUTATED	25099	0.6325512235691424	0	25099	0.6325512235691424	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	232.8	NA	97.9	178.6	358	358,355,352	06-23907	Bx_13168	Snap_Frozen_Tissue	IGK
CCS_0959-F115537	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-24881	Bx_13272	FFPE	IGK
06-24915T	Yes	UNMUTATED	17518	0.9553362054861756	0	17518	0.9553362054861756	IGKV4-1	IGKJ2	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ2*01,IGKJ2*02	IGKV4-1*01	IGKV4-1	NA	IGKJ2	IGKC	232.0	NA	107.9	224.6	455	455,452,229	06-24915	Bx_13274	Snap_Frozen_Tissue	IGK
DLC_0262-A38191	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-24925	Bx_13276	Immunotube	IGK
06-25674T	Yes	MUTATED	32434	0.8400196835098807	0	32434	0.8400196835098807	IGKV1-33	IGKJ2	IGKC	IGKV1-33*01	IGKV1-33*01,IGKV1D-33*01,IGKV1-NL1*01	IGKJ2*01	IGKV1-33*01,IGKV1D-33*01	IGKV1-33	NA	IGKJ2	IGKC	275.9	NA	125.2	193.6	382	382,382,325	06-25674	Bx_13370	Snap_Frozen_Tissue	IGK
CLC00777-D85859	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-25754	Bx_13382	FFPE	IGK
CCS_0949-D85876	Yes	MUTATED	314	0.8579234972677595	0,8,9,191	290	0.7923497267759563	IGKV3-11	IGKJ4	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ4*01	IGKV3-11*01	IGKV3D-11	NA	IGKJ4	IGKC	281.0	NA	111.8	168.5	265	265,262,255	06-27034	Bx_13485	FFPE	IGK
DLC_0202-D74673	Yes	UNMUTATED	123	0.19935170178282008	4,1999	1	0.00162074554294975	IGKV4-1	IGKJ2	NULL	IGKV4-1*01	IGKV4-1*01,IGKV4-1*03,IGKV4-1*02	IGKJ2*03	IGKV4-1*01,IGKV4-1*03	IGKV4-1	NA	IGKJ2	NA	980.0	NA	79.0	NA	37.7	37.7,37.7,34.6	06-27662	Bx_13524	Immunotube	IGK
06-30025T	Yes	MUTATED	10079	0.7977679278138357	0	10079	0.7977679278138357	IGKV1-39	IGKJ1	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ1*01	IGKV1-39*01,IGKV1D-39*01	IGKV1-39	NA	IGKJ1	IGKC	210.4	NA	86.3	145.0	333	333,333,321	06-30025	Bx_13732	Snap_Frozen_Tissue	IGK
06-30145T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-30145	Bx_13740	Snap_Frozen_Tissue	IGK
CCS_1446-D76316	Yes	UNMUTATED	2302	0.11115939929499234	5,15,21,22,28,30,43,53,80,93,95,96,101,123,124,126,132,154,170,189,218,219,222,229,293,307,315,378,381,384,425,493,503,510,547,552,554,603,607,612,654,662,667,722,723,729,731,740,741,743,745,820,825,828,837,847,938,939,953,960,1066,1072,1078,1080,1095,1098,1276,1286,1288,1289,1293,1294,1295,1297,1311,1313,1315,1317,1321,1583,1585,1590,1593,1595,1596,1615,1631,1633,1636,1638,1639,2115,2130,2187,2222,2232,2234,2242,2243,2245,2247,2249,2251,2254,2256,2261,2265,2266,2339,2341,2350,2351,2356,3215,3217,3318,3414,3463,3478,3479,3485,3487,3488,3490,3504,3505,3507,3510,3512,3519,3520,3522,3526,3608,3609,3611,3614,3616,3643,3647,3686,3687,3689,3691,3696,3707,3742,3744,5499,5594,5601,5628,5821,5826,5827,5972,5977,5985,5995,6001,6005,6006,6008,6013,6015,6017,6020,6023,6024,6026,6036,6045,6048,6054,6057,6072,6075,6085,6170,6198,6229,6234,6235,6236,6239,6308,6318,6354,6373,6394,6395,6396,6401,6404,6406,6409,6411,6413,6428,6435,6457,9411,9529,9538,9675,9753,9781,9814,9897,9920,10000,10007,10010,10012,10013,10023,10029,10036,10045,10051,10054,10056,10057,10061,10066,10067,10076,10080,10084,10089,10094,10100,10105,10119,10122,10130,10219,10231,10280,10352,10353,10360,10374,10377,10388,10466,10561,10609,10611,10612,10613,10614,10615,10617,10618,10621,10626,10627,10628,10629,10630,10631,10633,10661,10703	193	0.00931961948911101	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	358.9	NA	123.6	194.9	92.2	92.2,89.1,87.5	06-31480	Bx_13869	FFPE	IGK
06-33777T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-33777	Bx_14067	Snap_Frozen_Tissue	IGK
06-34043T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-34043	Bx_14093	Snap_Frozen_Tissue	IGK
CLC00275-D85838	Yes	MUTATED	353	0.7102615694164989	0,3,4,5,7,43,171	308	0.6197183098591549	IGKV1-39	IGKJ1	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ1*01	IGKV1-39*01,IGKV1D-39*01	IGKV1D-39	NA	IGKJ1	IGKC	245.5	NA	73.9	216.2	219	219,219,210	07-10483	Bx_14174	FFPE	IGK
CLC00276-D85839	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-11788	Bx_14320	FFPE	IGK
CLC00277-D85840	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-13339	Bx_14434	FFPE	IGK
CCS_1466-F115543	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-13432	Bx_14453	FFPE	IGK
CCS_1453-D85972	Yes	MUTATED	1238	0.907624633431085	0,2,5,6,11,14,35,37,54	1163	0.8526392961876833	IGKV1-8	IGKJ4	IGKC	IGKV1-8*01	IGKV1-8*01,IGKV1-8*03,IGKV1-8*02	IGKJ4*01	IGKV1-8*01	IGKV1-8	NA	IGKJ4	IGKC	267.5	NA	78.4	158.6	297	297,294,291	07-15011	Bx_14567	FFPE	IGK
CCS_1527-D85888	No	N/A	286	0.7857142857142857	0,2,6	252	0.6923076923076923	NULL	NULL	NULL	N/A	N/A	N/A	N/A	IGKV3-20	NA	IGKJ5	IGKC	285.5	NA	70.2	130.8	N/A	N/A	07-18918	Bx_14799	FFPE	IGK
CCS_0608-D76297	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-20634	Bx_14947	FFPE	IGK
07-21038_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-21038	Bx_14985	FFPE	IGK
DLC_0359-A38266	Yes	MUTATED	79074	0.9895258475053497	0,8,37,44,155,423,784,805,865	78943	0.9878865237576804	IGKV1-9	IGKJ1	IGKC	IGKV1-9*01	IGKV1-9*01,IGKV1-9*02,IGKV1-9*03	IGKJ1*01	IGKV1-9*01	IGKV1-9	NA	IGKJ1	IGKC	262.6	NA	109.1	198.2	403	403,400,391	07-21828	Bx_15031	Immunotube	IGK
CCS_0430-D76310	Yes	MUTATED	426	0.8068181818181818	1,12,78	416	0.7878787878787878	IGKV1-5	IGKJ2	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ2*01	IGKV1-5*03	IGKV1-5	NA	IGKJ2	IGKC	289.8	NA	101.3	149.1	216	216,213,212	07-21903	Bx_15034	FFPE	IGK
DLC_0332-A38248	Yes	UNMUTATED	33554	0.9725797101449275	0,127,239,509	33548	0.9724057971014493	IGKV4-1	IGKJ2	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV4-1*03	IGKJ2*01,IGKJ2*02	IGKV4-1*01	IGKV4-1	NA	IGKJ2	IGKC	323.1	NA	118.3	203.8	463	463,459,459	07-21998	Bx_15045	Immunotube	IGK
CCS_1508-D99072	Yes	MUTATED	1594	0.6909406155179887	0,2,15,25,46,49,63,88,111,144,147,157,159,168,178,358,393,399,415,852,855,857,870,923,933,960,986,1074,1095	1360	0.5895101863892501	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ1*01	IGKV3-15*01	IGKV3D-15	NA	IGKJ1	IGKC	352.7	NA	151.7	147.0	388	388,385,385	07-23241	Bx_15121	FFPE	IGK
CCS_0722-D85835	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-23662	Bx_15158	FFPE	IGK
CCS_0891-F117031	Yes	MUTATED	216	0.8999999999999999	0,2,3,7,26,34	197	0.8208333333333333	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	381.0	NA	123.7	140.1	266	266,263,260	07-23804	Bx_15163	FFPE	IGK
07-25012T	Yes	MUTATED	54730	0.8845681406775278	0	54730	0.8845681406775278	IGKV3-20	IGKJ4	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ4*01	IGKV3-20*01	IGKV3-20	NA	IGKJ4	IGKC	269.9	NA	108.4	193.5	414	414,399,394	07-25012	Bx_15227	Snap_Frozen_Tissue	IGK
CCS_0063-F109242	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-27294	Bx_15362	FFPE	IGK
07-30628T	Yes	MUTATED	2193	0.4993169398907104	0	2193	0.4993169398907104	IGKV3-20	IGKJ4	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ4*01	IGKV3-20*01	IGKV3-20	NA	IGKJ4	IGKC	227.5	NA	94.9	163.5	349	349,333,330	07-30628	Bx_15565	Snap_Frozen_Tissue	IGK
CCS_1419-A55302	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-31833	Bx_15660	Snap_Frozen_Tissue	IGK
DLC_0094-A38049	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-34014	Bx_15765	Snap_Frozen_Tissue	IGK
07-34776T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-34776	Bx_15800	Snap_Frozen_Tissue	IGK
CCS_0070-D76303	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-35349	Bx_15850	FFPE	IGK
07-35482T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-35482	Bx_15863	Snap_Frozen_Tissue	IGK
DLC_0344-A38257	Yes	MUTATED	21035	0.9954569116463963	0,2,85,158	20855	0.9869386209833894	IGKV3-11	IGKJ4	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ4*01	IGKV3-11*01	IGKV3-11	NA	IGKJ4	IGKC	213.7	NA	109.5	198.4	352	352,349,343	07-36258	Bx_15915	Immunotube	IGK
CCS_0889-D76317	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-38156	Bx_16058	FFPE	IGK
CLC00007-B99890	Yes	MUTATED	1726	0.8869475847893113	0,5,9,12,26,30,66,91	1693	0.8699897225077081	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ1*01	IGKV3-15*01	IGKV3D-15	NA	IGKJ1	IGKC	294.0	NA	110.4	106.2	377	377,374,374	07-40648	Bx_16218	FFPE	IGK
07-41887_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	07-41887	Bx_16324	FFPE	IGK
08-10249T	Yes	MUTATED	5250	0.7787006822901216	0,3	4194	0.6220706021951943	IGKV3-20	IGKJ1	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ1*01	IGKV3-20*01	IGKV3D-20	NA	IGKJ1	IGKC	242.9	NA	123.4	232.6	199	199,198,177	08-10249	Bx_16339	Immunotube	IGK
CCS_0624-D76311	Yes	MUTATED	199	0.8223140495867769	0,4,6,16	158	0.6528925619834711	IGKV4-1	IGKJ4	IGKC	IGKV4-1*03	IGKV4-1*03,IGKV4-1*01,IGKV4-1*02	IGKJ4*01	IGKV4-1*03	IGKV4-1	NA	IGKJ4	IGKC	330.9	NA	129.6	259.7	258	258,255,252	08-12964	Bx_16542	FFPE	IGK
CCS_0545-F80083	Yes	UNMUTATED	905	0.971030042918455	1,2,3,12,24,34,36,39,42,43,46,50	796	0.8540772532188842	IGKV1-39	IGKJ1	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ1*01	IGKV1-39*01,IGKV1D-39*01	IGKV1D-39	NA	IGKJ1	IGKC	429.3	NA	163.1	246.4	445	445,445,420	08-13283	Bx_16574	FFPE	IGK
DLC_0313-A38230	Yes	MUTATED	2046	0.1576878612716763	2,7,75,300,306,428,552,564,952,955,990,1621,1765	1276	0.09834296724470136	IGKV1-33	IGKJ4	IGKC	IGKV1-33*01	IGKV1-33*01,IGKV1D-33*01,IGKV1-39*01	IGKJ4*01	IGKV1-33*01,IGKV1D-33*01	IGKV1-33	NA	IGKJ4	IGKC	302.0	NA	145.7	190.8	410	410,410,336	08-13706	Bx_16620	Snap_Frozen_Tissue	IGK
CCS_1328-D99068	Yes	MUTATED	186	0.8454545454545455	0,8,9,13,15,37,38,48,54,56,62,63,65,74,75,78,87	135	0.6136363636363636	IGKV3-20	IGKJ1	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-15*02	IGKJ1*01	IGKV3-20*01,IGKV3D-20*01	IGKV3D-20	NA	IGKJ1	IGKC	264.2	NA	100.6	172.4	34.6	34.6,34.6,25.2	08-14748	Bx_16691	FFPE	IGK
08-15460T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-15460	Bx_16748	Snap_Frozen_Tissue	IGK
CLC00404-D85852	Yes	MUTATED	1153	0.9837883959044369	1,3,12,27,30,34,46,54,59,62,107,110,111,112,121,123,207,214,220	1090	0.9300341296928328	IGKV4-1	IGKJ2	IGKC	IGKV4-1*03	IGKV4-1*03,IGKV4-1*01,IGKV4-1*02	IGKJ2*01,IGKJ2*02	IGKV4-1*03	IGKV4-1	NA	IGKJ2	IGKC	412.0	NA	116.5	224.7	132	132,129,129	08-15555	Bx_16759	FFPE	IGK
08-17645_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-17645	Bx_16902	FFPE	IGK
CCS_1379-D85886	No	MUTATED	199	0.8432203389830508	3,16,27,217,222,224	178	0.7542372881355932	IGKV4-1	IGKJ2	NULL	IGKV4-1*01	IGKV4-1*01,IGKV4-1*03,IGKV4-1*02	IGKJ2*01	IGKV4-1*01,IGKV4-1*03	IGKV4-1	NA	IGKJ2	NA	202.2	NA	81.5	NA	131	131,131,128	08-17725	Bx_16914	FFPE	IGK
CCS_1113-D99064	Yes	MUTATED	114	0.1194968553459119	1,16,27,28,250,258,516,760,808	76	0.07966457023060797	IGKV1-39	IGKJ3	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1/OR22-5*01,IGKV1/OR22-5*02	IGKJ3*01	IGKV1-39*01,IGKV1/OR22-5*01,IGKV1/OR22-5*02	IGKV1-39	NA	IGKJ3	IGKC	323.7	NA	136.4	142.2	34.6	34.6,34.6,34.6	08-19416	Bx_17044	FFPE	IGK
CCS_0807-D85872	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-19496	Bx_17051	FFPE	IGK
CCS_0628-F115523	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-19621	Bx_17053	FFPE	IGK
CCS_0445-A55298	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-19764	Bx_17069	sorted_cells	IGK
DLC_0282-A38205	Yes	MUTATED	7355	0.9681453205212583	0,3,4,5,6,12,19,64	6177	0.8130841121495327	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ1*01	IGKV3-15*01	IGKV3-15	NA	IGKJ1	IGKC	175.5	NA	96.7	156.4	294	294,291,291	08-25894	Bx_17477	Snap_Frozen_Tissue	IGK
CCS_1333-D99069	Yes	MUTATED	950	0.9108341323106424	0,2,3,4,7,68	895	0.8581016299137104	IGKV1-5	IGKJ2	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ2*01	IGKV1-5*03	IGKV1-5	NA	IGKJ2	IGKC	362.8	NA	150.4	147.4	263	263,260,257	08-26764	Bx_17524	FFPE	IGK
08-29440T	Yes	MUTATED	5425	0.6885391547150654	0,2	4848	0.6153065109785506	IGKV4-1	IGKJ1	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3/OR2-268*02	IGKJ1*01	IGKV4-1*01	IGKV4-1	NA	IGKJ1	IGKC	225.3	NA	111.8	192.1	399	399,396,205	08-29440	Bx_17767	Snap_Frozen_Tissue	IGK
CCS_0762-D76318	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-30108	Bx_17809	FFPE	IGK
CCS_1252-D76319	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-31576	Bx_17886	FFPE	IGK
DLC_0155-A38101	Yes	UNMUTATED	503	0.6909340659340659	1	503	0.6909340659340659	IGKV2-28	IGKJ2	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2-18*01	IGKJ2*01,IGKJ2*02	IGKV2-28*01,IGKV2D-28*01	IGKV2D-28	NA	IGKJ2	IGKC	273.1	NA	135.7	262.7	349	349,349,260	08-33625	Bx_18056	Immunotube	IGK
CCS_0389-B38414	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-33625	Bx_18059	FFPE	IGK
CCS_1257-D76320	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	08-34947	Bx_18167	FFPE	IGK
DLC_0252-D74686	No	UNMUTATED	220	0.8835341365461847	7	220	0.8835341365461847	IGKV3-20	IGKJ4	NULL	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ4*01	IGKV3-20*01	IGKV3D-20	NA	IGKJ4	NA	425.4	NA	156.4	NA	453	453,438,419	08-35989	Bx_18251	Immunotube	IGK
CCS_0087-B22691	Yes	MUTATED	2565	0.9657379518072288	0,6,7,8,9,10,11,16,17,23,27,28,43,47,58,63	2484	0.9352409638554215	IGKV1-5	IGKJ2	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ2*01	IGKV1-5*03	IGKV1-5	NA	IGKJ2	IGKC	360.1	NA	130.9	97.4	285	285,282,279	09-10956	Bx_18464	FFPE	IGK
CCS_2042-F115549	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-11186	Bx_18475	FFPE	IGK
09-11467T	Yes	MUTATED	3225	0.9901750076757752	0	3225	0.9901750076757752	IGKV4-1	IGKJ4	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ4*01	IGKV4-1*01	IGKV4-1	NA	IGKJ4	IGKC	256.6	NA	123.7	228.0	441	441,438,226	09-11467	Bx_18485	Snap_Frozen_Tissue	IGK
CCS_1284-D76321	Yes	UNMUTATED	273	0.2990142387732749	0,64,92	257	0.28148959474260676	IGKV4-1	IGKJ1	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*03	IGKJ1*01	IGKV4-1*01,IGKV4-1*03	IGKV3D-20	NA	IGKJ1	IGKC	234.1	NA	88.2	77.5	20.5	20.5,20.5	09-11778	Bx_18506	FFPE	IGK
DLC_0269-A38195	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-12737	Bx_18566	Snap_Frozen_Tissue	IGK
09-12864T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-12864	Bx_18580	Snap_Frozen_Tissue	IGK
09-15842_tumorA	Yes	MUTATED	2615	0.32740703643420555	0,1	1564	0.19581820458244648	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3D-15*01,IGKV3D-15*03	IGKJ1*01	IGKV3-15*01	IGKV3D-15	NA	IGKJ1	IGKC	268.3	NA	106.2	111.6	346	346,343,343	09-15842	Bx_18823	FFPE	IGK
09-16981T	Yes	MUTATED	17816	0.9708462754073348	0	17816	0.9708462754073348	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	306.4	NA	101.1	94.3	333	333,330,327	09-16981	Bx_18908	Immunotube	IGK
CLC01448-F88590	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-17636	Bx_18957	FFPE	IGK
CCS_1342-D99070	Yes	MUTATED	301	0.8775510204081632	0,1,2	275	0.8017492711370262	IGKV3-11	IGKJ4	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ4*01	IGKV3-11*01	IGKV3-11	NA	IGKJ4	IGKC	218.1	NA	79.3	212.3	213	213,210,205	09-22038	Bx_19266	FFPE	IGK
CCS_0465-D85827	Yes	UNMUTATED	446	0.7001569858712716	0,93	445	0.6985871271585558	IGKV1-16	IGKJ1	IGKC	IGKV1-16*01	IGKV1-16*01,IGKV1-16*02,IGKV1-17*03	IGKJ1*01	IGKV1-16*01,IGKV1-16*02,IGKV1-17*03	IGKV1-27	NA	IGKJ1	IGKC	322.5	NA	128.8	148.7	31.4	31.4,31.4,31.4	09-23990	Bx_19396	FFPE	IGK
